episode,avg_backlog_drift,avg_lower_mf_loss,avg_lower_td_loss,avg_remaining_tasks,avg_upper_mf_loss,avg_upper_td_loss,completion_rate,lower_q_max,lower_q_mean,lower_q_min,lower_reward,qos_rate,qos_success_rate,total_energy,total_reward,total_success_qos,total_violate_qos,total_violations,upper_q_max,upper_q_mean,upper_q_min,upper_reward,zeta_lower,zeta_upper
106,60639384.00000000,0.02199151,14.76550419,0,0.02578564,89.52040710,0.54900000,0,0,0,-6064267422.62500000,3.49941802,0.77774900,2519.91566992,-18192195018.12500000,3006.00000000,859.00000000,859,0,0,0,-12127927595.50000000,1.00000000,1.00000000
107,75384512.00000000,0.02182486,14.62162223,0,0.02606180,82.78691177,0.53400000,0,0,0,-7538789389.93750000,3.33370662,0.76925063,2718.54454041,-22615745933.31250000,2977.00000000,893.00000000,893,0,0,0,-15076956543.37500000,1.00000000,1.00000000
108,76335312.00000000,0.02221150,14.78542318,0,0.02991681,84.80985870,0.54750000,0,0,0,-7633860737.75000000,3.50526309,0.77803737,3038.65350819,-22900983695.03125000,2997.00000000,855.00000000,855,0,0,0,-15267122957.28125000,1.00000000,1.00000000
109,71891152.00000000,0.02227417,14.66031342,0,0.03133084,85.21026764,0.51650000,0,0,0,-7189470320.37500000,3.19695330,0.76173192,2764.19272232,-21567755285.75000000,2938.00000000,919.00000000,919,0,0,0,-14378284965.37500000,1.00000000,1.00000000
110,62931508.00000000,0.02173687,14.01105797,0,0.02453837,89.56378441,0.54250000,0,0,0,-6293479478.35937500,3.44303799,0.77492875,2608.10545540,-18879833281.73437500,2992.00000000,869.00000000,869,0,0,0,-12586353803.37500000,1.00000000,1.00000000
111,71254616.00000000,0.02237777,14.04408766,0,0.02653337,93.91070480,0.56800000,0,0,0,-7125773715.62500000,3.74169731,0.78910506,2890.58306789,-21376755328.25000000,3042.00000000,813.00000000,813,0,0,0,-14250981612.62500000,1.00000000,1.00000000
112,68966224.00000000,0.02196891,14.94795064,0,0.02575206,85.51925430,0.55050000,0,0,0,-6896943954.60156250,3.57227492,0.78129047,2484.42189884,-20690237541.57031250,3015.00000000,844.00000000,844,0,0,0,-13793293586.96875000,1.00000000,1.00000000
113,59269644.00000000,0.02231140,14.50904470,0,0.02756941,89.57924347,0.54700000,0,0,0,-5927292093.21875000,3.51051402,0.77829576,2549.69031858,-17781271581.01562500,3005.00000000,856.00000000,856,0,0,0,-11853979487.79687500,1.00000000,1.00000000
114,65886608.00000000,0.02224594,14.51292325,0,0.03455477,82.74788971,0.51700000,0,0,0,-6589023663.62500000,3.18073583,0.76080763,3052.42676163,-19766405490.87500000,2939.00000000,924.00000000,924,0,0,0,-13177381827.25000000,1.00000000,1.00000000
115,57499228.00000000,0.02206494,14.12492733,0,0.03004754,84.99289780,0.56750000,0,0,0,-5750240986.90625000,3.75866342,0.78985697,3048.95019722,-17250148560.31250000,3037.00000000,808.00000000,808,0,0,0,-11499907573.40625000,1.00000000,1.00000000
116,64223356.00000000,0.02206803,14.71634165,0,0.02844210,85.49625397,0.56500000,0,0,0,-6422658036.87500000,3.63614464,0.78430355,3146.20099354,-19267392003.62500000,3018.00000000,830.00000000,830,0,0,0,-12844733966.75000000,1.00000000,1.00000000
117,54166816.00000000,0.02198991,14.66287709,0,0.02902831,85.71456223,0.57350000,0,0,0,-5417001524.37500000,3.73194623,0.78867048,3077.95804310,-16250425301.12500000,3049.00000000,817.00000000,817,0,0,0,-10833423776.75000000,1.00000000,1.00000000
118,56465840.00000000,0.02179097,15.42049669,0,0.02826179,82.41578674,0.51850000,0,0,0,-5646942210.06250000,3.18546629,0.76107800,2765.09328461,-16940164273.31250000,2937.00000000,922.00000000,922,0,0,0,-11293222063.25000000,1.00000000,1.00000000
119,57358860.00000000,0.02197508,14.40808420,0,0.02891790,80.68612823,0.54450000,0,0,0,-5736218256.34375000,3.45780349,0.77567428,2831.59291458,-17208046634.46875000,2991.00000000,865.00000000,865,0,0,0,-11471828378.12500000,1.00000000,1.00000000
120,53577600.00000000,0.02142059,15.12013598,0,0.02745949,75.17418251,0.55600000,0,0,0,-5358090371.81250000,3.53990602,0.77973115,2852.85617352,-16073667696.56250000,3016.00000000,852.00000000,852,0,0,0,-10715577324.75000000,1.00000000,1.00000000
121,51766132.00000000,0.02118890,14.47527959,0,0.02463551,85.01561012,0.53700000,0,0,0,-5176954918.06250000,3.37556553,0.77145809,3176.40208387,-15530246268.56250000,2984.00000000,884.00000000,884,0,0,0,-10353291350.50000000,1.00000000,1.00000000
122,55618036.00000000,0.02184246,14.77101666,0,0.02879075,77.10155334,0.56350000,0,0,0,-5562129106.18750000,3.68969703,0.78676659,3010.94239616,-16685797444.43750000,3044.00000000,825.00000000,825,0,0,0,-11123668338.25000000,1.00000000,1.00000000
123,47656376.00000000,0.02126768,15.14022833,0,0.02481150,69.59772530,0.57350000,0,0,0,-4765953271.12500000,3.74418616,0.78921568,2965.72044563,-14297287462.62500000,3059.00000000,817.00000000,817,0,0,0,-9531334191.50000000,1.00000000,1.00000000
124,50680496.00000000,0.02156277,14.39950789,0,0.03078023,83.13927765,0.55550000,0,0,0,-5068378213.44531250,3.53990602,0.77973115,2977.78450680,-15204538352.74218750,3016.00000000,852.00000000,852,0,0,0,-10136160139.29687500,1.00000000,1.00000000
125,45875752.00000000,0.02119761,15.35583520,0,0.02208234,90.92130127,0.60100000,0,0,0,-4587872178.54687500,4.06421995,0.80253625,3090.86862564,-13763085489.54687500,3101.00000000,763.00000000,763,0,0,0,-9175213311.00000000,1.00000000,1.00000000
126,52243784.00000000,0.02148616,15.10990746,0,0.02921068,80.90458374,0.55800000,0,0,0,-5224703335.59375000,3.58056879,0.78168648,2986.80616188,-15673522162.21875000,3022.00000000,844.00000000,844,0,0,0,-10448818826.62500000,1.00000000,1.00000000
127,46022052.00000000,0.02133291,15.25528862,0,0.02883082,70.89748154,0.59650000,0,0,0,-4602500967.48437500,4.06111813,0.80241519,2811.90445805,-13806965964.98437500,3123.00000000,769.00000000,769,0,0,0,-9204464997.50000000,1.00000000,1.00000000
128,53331920.00000000,0.02150541,16.33373859,0,0.02953882,79.32042465,0.57800000,0,0,0,-5333505175.25000000,3.78960395,0.79121447,3099.33649445,-15999951762.75000000,3062.00000000,808.00000000,808,0,0,0,-10666446587.50000000,1.00000000,1.00000000
129,45801924.00000000,0.02135234,14.19744706,0,0.02587273,75.15407181,0.55850000,0,0,0,-4580525453.78906250,3.59101653,0.78218329,3453.51834106,-13740979090.00781250,3038.00000000,846.00000000,846,0,0,0,-9160453636.21875000,1.00000000,1.00000000
130,46337780.00000000,0.02176075,14.39012926,0,0.02636580,71.94962273,0.57900000,0,0,0,-4634088298.04687500,3.81693649,0.79239917,2938.71626854,-13901703190.14062500,3065.00000000,803.00000000,803,0,0,0,-9267614892.09375000,1.00000000,1.00000000
131,46276884.00000000,0.02103551,14.19625467,0,0.02843530,73.57528419,0.61300000,0,0,0,-4627977875.34375000,4.25474262,0.80969572,3247.88118744,-13883420225.90625000,3140.00000000,738.00000000,738,0,0,0,-9255442350.56250000,1.00000000,1.00000000
132,46515344.00000000,0.02139741,15.18654292,0,0.02906852,75.60755882,0.56600000,0,0,0,-4651853804.00000000,3.66787434,0.78576970,2965.67454529,-13954981440.50000000,3037.00000000,828.00000000,828,0,0,0,-9303127636.50000000,1.00000000,1.00000000
133,49900880.00000000,0.02110033,15.08562047,0,0.02765123,67.57763672,0.59600000,0,0,0,-4990387747.18750000,4.04960823,0.80196482,2837.25482273,-14970621502.87500000,3102.00000000,766.00000000,766,0,0,0,-9980233755.68750000,1.00000000,1.00000000
134,47327696.00000000,0.02077543,14.59158977,0,0.02708117,74.43127594,0.57200000,0,0,0,-4733087701.00781250,3.73780489,0.78893179,3370.12803459,-14198694475.30468750,3065.00000000,820.00000000,820,0,0,0,-9465606774.29687500,1.00000000,1.00000000
135,42455500.00000000,0.02134508,15.22893153,0,0.02859465,78.52499199,0.56400000,0,0,0,-4245872440.90625000,3.62230206,0.78365761,3147.86364365,-12737035721.78125000,3021.00000000,834.00000000,834,0,0,0,-8491163280.87500000,1.00000000,1.00000000
136,41218008.00000000,0.02067110,15.36127332,0,0.02940861,69.32940254,0.60650000,0,0,0,-4122101226.95312500,4.12433863,0.80485284,3418.26327705,-12365771018.23437500,3118.00000000,756.00000000,756,0,0,0,-8243669791.28125000,1.00000000,1.00000000
137,40601520.00000000,0.02050437,13.49162030,0,0.03084468,68.58790512,0.62750000,0,0,0,-4060431467.91406250,4.43881845,0.81613654,3068.25554466,-12180797052.30468750,3156.00000000,711.00000000,711,0,0,0,-8120365584.39062500,1.00000000,1.00000000
138,39804896.00000000,0.02118278,14.00534333,0,0.02417231,79.55482254,0.60800000,0,0,0,-3980780626.06250000,4.18096495,0.80698580,3017.06233501,-11941821063.81250000,3119.00000000,746.00000000,746,0,0,0,-7961040437.75000000,1.00000000,1.00000000
139,41347772.00000000,0.02066910,13.99045578,0,0.02969521,68.98035088,0.60600000,0,0,0,-4135072187.42187500,4.14854097,0.80577022,3002.12131119,-12404686572.04687500,3128.00000000,754.00000000,754,0,0,0,-8269614384.62500000,1.00000000,1.00000000
140,39295252.00000000,0.02034233,15.69414499,0,0.02632632,76.92457924,0.60950000,0,0,0,-3929816023.87500000,4.14077044,0.80547661,2899.32966137,-11788925563.87500000,3118.00000000,753.00000000,753,0,0,0,-7859109540.00000000,1.00000000,1.00000000
141,38040944.00000000,0.02013752,13.23610129,0,0.02845069,73.06018257,0.58850000,0,0,0,-3804392892.45214844,3.91994929,0.79674590,2819.20290089,-11412637428.80957031,3085.00000000,787.00000000,787,0,0,0,-7608244536.35742188,1.00000000,1.00000000
142,46244016.00000000,0.02014510,14.83117531,0,0.02401803,68.98188438,0.61000000,0,0,0,-4624690604.12500000,4.16533327,0.80640167,3004.80740738,-13873552733.12500000,3124.00000000,750.00000000,750,0,0,0,-9248862129.00000000,1.00000000,1.00000000
143,30846564.00000000,0.02011215,14.03126598,0,0.02614890,65.78260231,0.63150000,0,0,0,-3084936943.75781250,4.49858761,0.81813514,2998.44937706,-9254310009.49218750,3185.00000000,708.00000000,708,0,0,0,-6169373065.73437500,1.00000000,1.00000000
144,37189056.00000000,0.02010017,15.07133750,0,0.02728077,73.34376259,0.61450000,0,0,0,-3719195680.76562500,4.24932623,0.80949938,3002.41370046,-11157066916.54687500,3153.00000000,742.00000000,742,0,0,0,-7437871235.78125000,1.00000000,1.00000000
145,32092252.00000000,0.02050334,15.06246021,0,0.02724044,72.11515274,0.61050000,0,0,0,-3209515931.65625000,4.17199993,0.80665118,3229.61251068,-9628030692.96875000,3129.00000000,750.00000000,750,0,0,0,-6418514761.31250000,1.00000000,1.00000000
146,28651262.00000000,0.01963420,13.99634848,0,0.02505594,58.32905083,0.62200000,0,0,0,-2865407735.37500000,4.39191055,0.81453699,3000.05563498,-8595719552.37500000,3149.00000000,717.00000000,717,0,0,0,-5730311817.00000000,1.00000000,1.00000000
147,30411746.00000000,0.01998896,13.84416471,0,0.02506814,67.06663132,0.61700000,0,0,0,-3041461767.81250000,4.28804350,0.81089413,3005.54927731,-9123871037.31250000,3156.00000000,736.00000000,736,0,0,0,-6082409269.50000000,1.00000000,1.00000000
148,28755134.00000000,0.01983782,13.82662362,0,0.02756518,64.70383492,0.61600000,0,0,0,-2875797704.62500000,4.26530600,0.81007755,2854.79613972,-8626881675.00000000,3135.00000000,735.00000000,735,0,0,0,-5751083970.37500000,1.00000000,1.00000000
149,35290180.00000000,0.01961856,15.33333420,0,0.03143505,71.31322327,0.61100000,0,0,0,-3529300092.15625000,4.25850344,0.80983180,2734.87459147,-10587391106.09375000,3130.00000000,735.00000000,735,0,0,0,-7058091013.93750000,1.00000000,1.00000000
150,32040164.00000000,0.01977422,14.19889448,0,0.03464581,57.76084824,0.61400000,0,0,0,-3204310064.64062500,4.15139437,0.80587780,3116.31319141,-9612404874.12500000,3126.00000000,753.00000000,753,0,0,0,-6408094809.48437500,1.00000000,1.00000000
151,27565314.00000000,0.01978707,15.05986006,0,0.02670260,60.02281494,0.59800000,0,0,0,-2756832917.37500000,3.98838711,0.79953438,2879.63264656,-8269953081.00000000,3091.00000000,775.00000000,775,0,0,0,-5513120163.62500000,1.00000000,1.00000000
152,25644154.00000000,0.01914215,13.65153876,0,0.02370388,70.74924316,0.62650000,0,0,0,-2564689712.76562500,4.40055656,0.81483388,2414.91867697,-7693569473.32812500,3164.00000000,719.00000000,719,0,0,0,-5128879760.56250000,1.00000000,1.00000000
153,30464038.00000000,0.01877909,15.24590366,0,0.02412994,59.56065941,0.65450000,0,0,0,-3046673399.27758789,4.81409311,0.82800412,3156.81662655,-9139543607.09838867,3211.00000000,667.00000000,667,0,0,0,-6092870207.82080078,1.00000000,1.00000000
154,27622720.00000000,0.01903265,15.43855753,0,0.02991171,61.91689491,0.63900000,0,0,0,-2762542043.53125000,4.63702631,0.82260150,3151.78778148,-8287149438.21875000,3181.00000000,686.00000000,686,0,0,0,-5524607394.68750000,1.00000000,1.00000000
155,23514056.00000000,0.01825390,14.66522092,0,0.03009339,59.89714890,0.67200000,0,0,0,-2351664487.43750000,5.22471905,0.83935016,3120.36707306,-7054537937.89062500,3255.00000000,623.00000000,623,0,0,0,-4702873450.45312500,1.00000000,1.00000000
156,27980490.00000000,0.01900004,13.70532323,0,0.02645666,63.80601273,0.62450000,0,0,0,-2798327234.14843750,4.39221144,0.81454736,2837.28896952,-8394482330.11718750,3158.00000000,719.00000000,719,0,0,0,-5596155095.96875000,1.00000000,1.00000000
157,25478490.00000000,0.01851087,13.98190545,0,0.02390182,66.37621956,0.64450000,0,0,0,-2548118903.48437500,4.70501471,0.82471561,3112.72163630,-7643879898.98437500,3190.00000000,678.00000000,678,0,0,0,-5095760995.50000000,1.00000000,1.00000000
158,22025378.00000000,0.01858265,14.31597316,0,0.03129417,56.88015785,0.67450000,0,0,0,-2202791783.50000000,5.19138765,0.83848530,3007.58849001,-6607926770.50000000,3255.00000000,627.00000000,627,0,0,0,-4405134987.00000000,1.00000000,1.00000000
159,27419220.00000000,0.01878515,14.21707085,0,0.02468442,57.64516411,0.64850000,0,0,0,-2742187144.62500000,4.81202984,0.82794309,3073.02134442,-8226093210.00000000,3200.00000000,665.00000000,665,0,0,0,-5483906065.37500000,1.00000000,1.00000000
160,25426188.00000000,0.01787931,12.87993920,0,0.02396305,57.31675110,0.63700000,0,0,0,-2542892146.50000000,4.56259012,0.82022762,2867.46980286,-7628187851.12500000,3171.00000000,695.00000000,695,0,0,0,-5085295704.62500000,1.00000000,1.00000000
161,19921016.00000000,0.01782610,14.39715173,0,0.02909620,56.57334442,0.65950000,0,0,0,-1992362984.93750000,4.95858908,0.83217502,3174.00694108,-5976629687.68750000,3233.00000000,652.00000000,652,0,0,0,-3984266702.75000000,1.00000000,1.00000000
162,23579720.00000000,0.01814622,14.04940729,0,0.02769930,68.71290054,0.65500000,0,0,0,-2358229942.96875000,4.94640112,0.83183104,2930.74039149,-7074232458.78125000,3230.00000000,653.00000000,653,0,0,0,-4716002515.81250000,1.00000000,1.00000000
163,21881890.00000000,0.01747635,14.26026883,0,0.02718075,63.35210838,0.67550000,0,0,0,-2188443914.93750000,5.23397446,0.83958870,2881.77882957,-6564879699.31250000,3266.00000000,624.00000000,624,0,0,0,-4376435784.37500000,1.00000000,1.00000000
164,20264190.00000000,0.01769140,13.55402377,0,0.02576726,65.73958702,0.66300000,0,0,0,-2026677328.68750000,5.01246119,0.83367878,3255.16280699,-6079580502.96875000,3218.00000000,642.00000000,642,0,0,0,-4052903174.28125000,1.00000000,1.00000000
165,18568994.00000000,0.01753641,13.17198138,0,0.02672214,59.20263195,0.67450000,0,0,0,-1857150302.43750000,5.22668791,0.83940101,2808.17244720,-5571005514.50000000,3251.00000000,622.00000000,622,0,0,0,-3713855212.06250000,1.00000000,1.00000000
166,19801656.00000000,0.01688155,14.43132533,0,0.02531363,56.25978508,0.65150000,0,0,0,-1980430497.15625000,4.74336290,0.82588595,2770.03244829,-5940816592.46875000,3216.00000000,678.00000000,678,0,0,0,-3960386095.31250000,1.00000000,1.00000000
167,20933042.00000000,0.01674625,13.29143923,0,0.02247903,49.34564342,0.66600000,0,0,0,-2093560009.76562500,5.02950287,0.83414882,2831.39431286,-6280225102.35937500,3239.00000000,644.00000000,644,0,0,0,-4186665092.59375000,1.00000000,1.00000000
168,19166634.00000000,0.01684503,14.03331722,0,0.02690624,56.91971436,0.66550000,0,0,0,-1916922278.81250000,4.97692299,0.83268982,2828.86164761,-5750305540.46875000,3235.00000000,650.00000000,650,0,0,0,-3833383261.65625000,1.00000000,1.00000000
169,22458068.00000000,0.01691461,13.35497018,0,0.02589943,59.22565727,0.70100000,0,0,0,-2246043706.90234375,5.84035110,0.85380864,3125.13078880,-6737720003.83984375,3329.00000000,570.00000000,570,0,0,0,-4491676296.93750000,1.00000000,1.00000000
170,22386362.00000000,0.01717032,13.70384506,0,0.02655429,59.48457870,0.65850000,0,0,0,-2238897960.14843750,4.92073154,0.83110195,3071.09427428,-6716232372.03906250,3228.00000000,656.00000000,656,0,0,0,-4477334411.89062500,1.00000000,1.00000000
171,25317340.00000000,0.01622427,14.26476212,0,0.02601696,46.62729797,0.65200000,0,0,0,-2531989493.02148438,4.85280752,0.82914180,2622.45013809,-7595509884.34179688,3198.00000000,659.00000000,659,0,0,0,-5063520391.32031250,1.00000000,1.00000000
172,19143956.00000000,0.01657207,12.56157904,0,0.03173349,58.90363922,0.67600000,0,0,0,-1914643868.29296875,5.27831697,0.84072167,2800.72256660,-5743490520.45703125,3262.00000000,618.00000000,618,0,0,0,-3828846652.16406250,1.00000000,1.00000000
173,19471472.00000000,0.01618600,12.86178115,0,0.02414893,60.60343819,0.66600000,0,0,0,-1947396047.96875000,5.07535315,0.83540052,2521.72746515,-5841740739.40625000,3233.00000000,637.00000000,637,0,0,0,-3894344691.43750000,1.00000000,1.00000000
174,24778652.00000000,0.01585919,13.61103142,0,0.02675666,55.68589821,0.62450000,0,0,0,-2478145997.17187500,4.34116030,0.81277478,2439.90268588,-7433924831.92187500,3143.00000000,724.00000000,724,0,0,0,-4955778834.75000000,1.00000000,1.00000000
175,15955606.00000000,0.01573041,13.23595834,0,0.02417757,47.48998432,0.66000000,0,0,0,-1595820804.57812500,4.89984846,0.83050412,2741.16894770,-4786996830.32812500,3229.00000000,659.00000000,659,0,0,0,-3191176025.75000000,1.00000000,1.00000000
176,24352192.00000000,0.01555391,12.75677979,0,0.02404762,51.52717152,0.60850000,0,0,0,-2435504953.22265625,4.18548393,0.80715394,2485.54725850,-7305993086.92578125,3114.00000000,744.00000000,744,0,0,0,-4870488133.70312500,1.00000000,1.00000000
177,22272318.00000000,0.01514749,14.20936662,0,0.02502237,46.97744656,0.68350000,0,0,0,-2227472208.46093750,5.37664461,0.84317774,2375.79858661,-6681983530.72656250,3269.00000000,608.00000000,608,0,0,0,-4454511322.26562500,1.00000000,1.00000000
178,17195870.00000000,0.01521073,13.69477649,0,0.02568596,59.83484249,0.66900000,0,0,0,-1719836672.70312500,5.12302828,0.83668214,2470.85266471,-5159060288.64062500,3248.00000000,634.00000000,634,0,0,0,-3439223615.93750000,1.00000000,1.00000000
179,18333986.00000000,0.01507353,12.78802736,0,0.02504049,40.82144051,0.67050000,0,0,0,-1833648625.76562500,4.99690866,0.83324742,2205.03591323,-5500489635.95312500,3233.00000000,647.00000000,647,0,0,0,-3666841010.18750000,1.00000000,1.00000000
180,18664646.00000000,0.01524939,13.06068767,0,0.02918857,51.47661781,0.67200000,0,0,0,-1866713698.84570312,5.09291315,0.83587492,2516.20442533,-5599693048.66406250,3234.00000000,635.00000000,635,0,0,0,-3732979349.81835938,1.00000000,1.00000000
181,15948572.00000000,0.01466070,12.29781097,0,0.01953971,47.33611145,0.68500000,0,0,0,-1595101283.01562500,5.39403963,0.84360433,2437.52728939,-4784864323.73437500,3258.00000000,604.00000000,604,0,0,0,-3189763040.71875000,1.00000000,1.00000000
182,18463036.00000000,0.01438262,13.21463441,0,0.02588934,52.06130867,0.67550000,0,0,0,-1846553564.00598145,5.17777777,0.83812952,2439.82248330,-5539209433.96862793,3262.00000000,630.00000000,630,0,0,0,-3692655869.96264648,1.00000000,1.00000000
183,15404102.00000000,0.01449711,12.63152184,0,0.02161465,52.22537899,0.67100000,0,0,0,-1540665517.03125000,5.03881979,0.83440471,2502.39159930,-4621535735.40625000,3245.00000000,644.00000000,644,0,0,0,-3080870218.37500000,1.00000000,1.00000000
184,14355962.00000000,0.01466309,13.33419180,0,0.02625080,52.17284851,0.68750000,0,0,0,-1435837864.28125000,5.44833326,0.84492117,2557.94902706,-4307081650.34375000,3269.00000000,600.00000000,600,0,0,0,-2871243786.06250000,1.00000000,1.00000000
185,16041449.00000000,0.01369536,13.01190254,0,0.02634450,48.00381832,0.66700000,0,0,0,-1604395678.03125000,4.99844742,0.83329016,2532.57074833,-4812735822.59375000,3219.00000000,644.00000000,644,0,0,0,-3208340144.56250000,1.00000000,1.00000000
186,16829818.00000000,0.01376008,13.46356783,0,0.02939898,44.59760628,0.65500000,0,0,0,-1683239950.87500000,4.78208971,0.82705212,2406.51706266,-5049251373.87500000,3204.00000000,670.00000000,670,0,0,0,-3366011423.00000000,1.00000000,1.00000000
187,16478889.00000000,0.01354397,13.18576906,0,0.02415442,55.54794769,0.67650000,0,0,0,-1648135043.59375000,5.12322283,0.83668733,2343.26747990,-4943959459.53125000,3243.00000000,633.00000000,633,0,0,0,-3295824415.93750000,1.00000000,1.00000000
188,13868768.00000000,0.01350236,13.30400100,0,0.02460974,48.64981632,0.70250000,0,0,0,-1387108249.75000000,5.77003479,0.85229027,2484.97017074,-4160911449.85937500,3312.00000000,574.00000000,574,0,0,0,-2773803200.10937500,1.00000000,1.00000000
189,14405422.00000000,0.01376043,12.46530992,0,0.02718619,52.16236954,0.70900000,0,0,0,-1440772396.39843750,5.88987589,0.85485947,2384.10215425,-4321904612.30468750,3316.00000000,563.00000000,563,0,0,0,-2881132215.90625000,1.00000000,1.00000000
190,16973278.00000000,0.01337925,12.87812362,0,0.02600832,52.43922043,0.69450000,0,0,0,-1697562561.12500000,5.62010241,0.84894490,2295.81606054,-5092263958.15625000,3299.00000000,587.00000000,587,0,0,0,-3394701397.03125000,1.00000000,1.00000000
191,21282362.00000000,0.01265199,13.94464537,0,0.03027986,52.28543034,0.67650000,0,0,0,-2128480927.26562500,5.18849850,0.83840990,2285.01852345,-6384999302.46875000,3248.00000000,626.00000000,626,0,0,0,-4256518375.20312500,1.00000000,1.00000000
192,12220209.00000000,0.01285750,13.54699977,0,0.02279369,49.75826836,0.68800000,0,0,0,-1222261058.54687500,5.40495872,0.84387100,2346.91392374,-3666349937.32812500,3270.00000000,605.00000000,605,0,0,0,-2444088878.78125000,1.00000000,1.00000000
193,16661660.00000000,0.01277664,12.73782148,0,0.02704810,50.55434685,0.68650000,0,0,0,-1666404262.32324219,5.45333338,0.84504133,2422.75749445,-4998784466.29785156,3272.00000000,600.00000000,600,0,0,0,-3332380203.97460938,1.00000000,1.00000000
194,16641304.00000000,0.01251074,13.19886550,0,0.02666507,51.45174255,0.63700000,0,0,0,-1664398558.96875000,4.47042274,0.81719875,2233.92489719,-4992704081.78125000,3174.00000000,710.00000000,710,0,0,0,-3328305522.81250000,1.00000000,1.00000000
195,13206700.00000000,0.01248728,12.60460891,0,0.02291144,46.62294388,0.68200000,0,0,0,-1320911460.56250000,5.31475401,0.84164071,2504.29512560,-3962301652.81250000,3242.00000000,610.00000000,610,0,0,0,-2641390192.25000000,1.00000000,1.00000000
196,16145032.00000000,0.01213522,13.04739418,0,0.03094736,46.98091412,0.68000000,0,0,0,-1614743034.83203125,5.32026148,0.84177870,2120.25089788,-4843791893.62890625,3256.00000000,612.00000000,612,0,0,0,-3229048858.79687500,1.00000000,1.00000000
197,11384562.00000000,0.01199931,12.01836754,0,0.02542127,47.14988918,0.70450000,0,0,0,-1138687403.77075195,5.72822285,0.85137236,2440.56041050,-3415648571.05883789,3288.00000000,574.00000000,574,0,0,0,-2276961167.28808594,1.00000000,1.00000000
198,13636364.00000000,0.01198853,13.07124885,0,0.02356177,42.44941578,0.69950000,0,0,0,-1363869539.42578125,5.66551733,0.84997416,2406.95262480,-4091190196.29296875,3286.00000000,580.00000000,580,0,0,0,-2727320656.86718750,1.00000000,1.00000000
199,16862870.00000000,0.01216434,13.06076402,0,0.02517887,48.87002716,0.68300000,0,0,0,-1686525682.18750000,5.37953806,0.84324884,2197.46574116,-5059143668.68750000,3260.00000000,606.00000000,606,0,0,0,-3372617986.50000000,1.00000000,1.00000000
200,14187322.00000000,0.01199492,12.08320750,0,0.02768150,50.82768822,0.72150000,0,0,0,-1418954078.36328125,6.20856619,0.86127615,2333.85095656,-4256465239.68359375,3334.00000000,537.00000000,537,0,0,0,-2837511161.32031250,1.00000000,1.00000000
201,17792558.00000000,0.01181031,12.53727429,0,0.02675019,43.32093601,0.70150000,0,0,0,-1779490016.48437500,5.67993069,0.85029787,2367.60165882,-5338048806.45312500,3283.00000000,578.00000000,578,0,0,0,-3558558789.96875000,1.00000000,1.00000000
202,17216844.00000000,0.01182137,12.47144313,0,0.02186783,44.60562439,0.68850000,0,0,0,-1721923081.16601562,5.40231800,0.84380656,2188.26294088,-5165335952.35351562,3263.00000000,604.00000000,604,0,0,0,-3443412871.18750000,1.00000000,1.00000000
203,15229608.00000000,0.01149082,12.96921268,0,0.02768212,45.54065781,0.67350000,0,0,0,-1523209068.38281250,5.15580273,0.83755165,2361.52354431,-4569177866.78515625,3243.00000000,629.00000000,629,0,0,0,-3045968798.40234375,1.00000000,1.00000000
204,16063866.00000000,0.01164055,12.53362121,0,0.02325395,42.82351284,0.69500000,0,0,0,-1606622424.75000000,5.60341883,0.84856331,2473.51297641,-4819444824.68750000,3278.00000000,585.00000000,585,0,0,0,-3212822399.93750000,1.00000000,1.00000000
205,14681770.00000000,0.01168525,12.76848748,0,0.02800999,48.32932129,0.69750000,0,0,0,-1468413820.53125000,5.57580900,0.84792745,2482.08280230,-4404817594.21875000,3273.00000000,587.00000000,587,0,0,0,-2936403773.68750000,1.00000000,1.00000000
206,16077592.00000000,0.01144731,12.45267200,0,0.02113310,53.94359932,0.70050000,0,0,0,-1607990536.18750000,5.68869543,0.85049403,2473.79676020,-4823558433.62500000,3271.00000000,575.00000000,575,0,0,0,-3215567897.43750000,1.00000000,1.00000000
207,21144074.00000000,0.01122906,12.62167150,0,0.02535448,50.12348747,0.69300000,0,0,0,-2114645221.66699219,5.48080111,0.84569812,2263.45924377,-6343505247.89160156,3283.00000000,599.00000000,599,0,0,0,-4228860026.22460938,1.00000000,1.00000000
208,16073752.00000000,0.01058993,12.02967894,0,0.02661387,40.68527889,0.67600000,0,0,0,-1607616425.09375000,5.13672495,0.83704662,2001.11023819,-4822406822.50000000,3231.00000000,629.00000000,629,0,0,0,-3214790397.40625000,1.00000000,1.00000000
209,17197878.00000000,0.01059278,12.43510585,0,0.03251982,37.01461172,0.70800000,0,0,0,-1720016637.62500000,5.92114687,0.85551530,2384.50276899,-5159639644.34375000,3304.00000000,558.00000000,558,0,0,0,-3439623006.71875000,1.00000000,1.00000000
210,13142147.00000000,0.01076495,13.20971509,0,0.02267555,46.90866146,0.69800000,0,0,0,-1314443006.18750000,5.63402081,0.84926182,2099.70134020,-3942914242.53125000,3279.00000000,582.00000000,582,0,0,0,-2628471236.34375000,1.00000000,1.00000000
211,18419210.00000000,0.01079486,11.92723291,0,0.02501661,46.06844177,0.67750000,0,0,0,-1842166367.12500000,5.19774914,0.83865112,2276.76612985,-5526054394.87500000,3233.00000000,622.00000000,622,0,0,0,-3683888027.75000000,1.00000000,1.00000000
